-15.060404061410493 NA NA NA
-15.396544961693216 NA NA NA
-15.461008344645336 NA NA NA
-15.235218747014981 NA NA NA
-14.957103328790375 NA NA NA
-14.582968171599877 -14.769987114555079 NA NA
-14.454394445588914 -16.030651026231965 NA NA
-14.309491706902842 -15.032916597893754 NA NA
-14.56151049949808 -14.682095015481131 NA NA
-11.580918498685206 -13.573166258918992 NA NA
-11.703627429490423 -13.833054690565639 NA NA
-12.023884625844287 -13.241555903841885 NA NA
-12.867487458077663 -12.637576755882874 NA NA
-12.173560187330267 -11.750525682276859 -13.201443784340295 NA
-11.984949220295725 -11.903227556117946 -12.507886719421608 NA
-11.624293588438714 -13.277226765280288 -13.438064270326898 -13.786261056400267
-12.440019516023325 -11.897940944361432 -13.467913363436745 -33.0300278625121
-11.159283308803241 -10.938643765378053 -12.226982516931749 -12.165996680816148
-11.215477421561893 -12.037357745809798 -10.462078781742864 -12.340755573491897
-11.535889906175314 -11.518546110003657 -12.973875567811092 -10.90146757792247
-11.276607637678396 -10.02331981848488 -10.212311493100067 -11.771590241531973
-11.623223924951418 -9.943834966183003 -9.828793048359532 -12.648175340876474
-11.515219740524557 -9.884856765843644 -9.960697801435192 -12.163062526780875
-11.42877957111605 -10.655821357684419 -9.66543547001122 -11.685350404689661
-11.508079491758304 -11.37520357411265 -9.722263405751344 -10.99903671658512
-12.308566281318683 -12.819131962086754 -9.309199649873634 -11.718613794162078
-11.394336997724618 -10.497779993711658 -9.635374481526915 -13.032048236043096
-12.374572874668896 -11.106160280727783 -9.822001530631775 -10.872612881593387
-12.119377273685679 -11.122854453018993 -9.807732742792778 -13.533630340087065
-11.577600846651794 -10.96059294984397 -9.577102233291393 -10.853934976824934
-11.156008920028007 -10.945337527453397 -9.48290779052671 -11.824000083555337
-10.897938537122203 -11.127723274559742 -9.488425081338137 -12.12081770479821
-11.274171227591719 -11.070182528642055 -9.616211961344886 -11.693351179988703
-10.953346739926921 -11.036251884452188 -9.562132816296417 -11.493508413906602
-11.305111716274759 -12.220357271592817 -9.596994525802327 -12.775204162159792
-11.744811962283551 -11.25385871798344 -9.632876221839842 -12.066994470623134
-10.972389776922824 -11.50527638766509 -9.452906065877196 -12.816776142444217
-11.776880004494503 -10.672991980888979 -9.58966931575116 -13.617361498336969
-11.440748163668932 -11.62669739383193 -9.652527067010505 -12.405501042102363
-10.926428845698082 -10.445053772993825 -9.481909908574963 -10.31229847902194
-11.682548447179213 -10.771702303472685 -9.709585540133569 -11.914829790021145
-10.47284549336672 -11.40989849533766 -9.317783131211828 -13.329058814109692
-12.355609134972047 -10.801591810819762 -9.672880903458099 -12.464912353011188
-12.61885206097322 -11.76981308599325 -9.64874359141422 -12.868427092343453
-11.527063081299806 -10.679248178577106 -9.6438099168238 -13.888246218066326
-12.5634820001317 -11.950438181931613 -9.926804809288846 -12.33766119165089
-12.498870428302109 -10.583242415564651 -9.711338992264958 -13.013670964846646
-12.121261483865863 -11.445893786290455 -9.407650610511812 -11.07190153462213
-12.137072265153586 -12.782263197587827 -9.993789986119515 -11.329066845241252
-12.511909859009256 -10.716093493221159 -9.70213880638166 -11.27907302422003
