150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
150 0 0 0
145 5 0 0
118 32 0 0
102 48 0 0
95 48 7 0
69 54 27 0
74 26 50 0
77 35 38 0
73 32 45 0
54 37 59 0
65 45 8 32
36 31 29 54
39 33 33 45
36 37 39 39
34 43 37 37
36 37 39 39
32 40 35 43
36 36 39 39
32 40 43 35
36 36 39 39
32 40 35 43
36 36 39 39
40 40 35 35
42 34 37 37
38 38 33 41
42 34 36 37
46 31 40 33
48 33 34 35
52 29 37 31
48 33 34 35
52 29 37 31
48 33 34 35
50 34 29 37
46 38 32 34
50 34 35 30
46 38 32 34
50 34 35 30
53 36 30 32
46 38 32 34
48 33 34 36
54 31 32 33
49 35 29 37
45 39 32 34
47 33 34 36
51 36 30 32
45 39 32 34
41 43 35 31
47 41 33 29
45 39 32 34
49 35 35 31
51 37 30 32
56 33 27 35
53 38 26 33
48 42 29 30
44 39 33 34
48 42 29 30
44 39 33 34
46 33 35 36
42 37 32 40
46 33 35 36
50 36 31 32
46 33 35 36
50 36 31 32
46 40 35 29
48 34 37 30
44 38 34 34
48 34 37 30
42 36 40 32
44 38 34 34
40 42 38 31
44 38 34 34
42 36 40 32
46 39 36 29
42 36 40 32
46 32 36 35
51 35 32 32
49 33 37 31
45 37 34 35
49 33 37 31
47 32 35 36
45 37 33 34
41 41 37 31
45 37 41 28
43 35 39 33
41 41 37 31
47 39 35 29
43 36 39 32
39 33 43 35
43 36 39 32
45 38 33 34
41 42 36 31
