150
150
150
133 17
112 18
55 12
6 135
40 47
37 14
16 62
17 62
22 10
16 14
27 17
27 28
26 36
31 23
31 33
32 23
31 23
28 35
27 26
29 28
27 26
28 28
31 29
33 32
30 38
36 26
24 30
26 27
24 30
28 29
30 31
33 34
30 38
34 35
31 39
35 36
32 33
34 36
32 34
35 30
32 34
30 32
27 36
29 32
28 31
30 27
28 30
32 28
29 31
32 28
29 26
33 29
30 32
28 30
26 34
28 30
26 34
24 31
22 35
20 32
22 35
20 32
18 36
21 34
19 37
22 35
20 39
22 35
24 31
22 29
20 32
19 30
20 32
22 29
25 27
26 28
24 31
27 29
24 32
27 29
24 32
26 35
24 33
26 30
24 33
26 30
23 32
26 30
24 33
26 30
24 33
26 30
24 34
27 32
25 29
27 32
25 36
28 33
